 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> octobre 24, 2021 
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium_in_Uranium_0-1GeV.txt

 Ion = Strontium [38] , Mass = 92 amu

 Target Density =  1,9043E+01 g/cm3 = 4,8792E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   9,00 MeV   3,787E+00  4,462E-01    1,34 um     4531 A      4257 A   
  10,00 MeV   4,214E+00  4,176E-01    1,44 um     4679 A      4460 A   
  11,00 MeV   4,625E+00  3,930E-01    1,53 um     4804 A      4637 A   
  12,00 MeV   5,018E+00  3,714E-01    1,62 um     4911 A      4792 A   
  13,00 MeV   5,390E+00  3,524E-01    1,70 um     5004 A      4931 A   
  14,00 MeV   5,742E+00  3,355E-01    1,78 um     5085 A      5055 A   
  15,00 MeV   6,072E+00  3,203E-01    1,86 um     5156 A      5167 A   
  16,00 MeV   6,381E+00  3,066E-01    1,93 um     5220 A      5270 A   
  17,00 MeV   6,671E+00  2,942E-01    2,00 um     5278 A      5364 A   
  18,00 MeV   6,942E+00  2,829E-01    2,07 um     5331 A      5451 A   
  20,00 MeV   7,432E+00  2,630E-01    2,20 um     5424 A      5607 A   
  22,50 MeV   7,963E+00  2,421E-01    2,35 um     5522 A      5777 A   
  25,00 MeV   8,420E+00  2,246E-01    2,50 um     5606 A      5924 A   
  27,50 MeV   8,821E+00  2,097E-01    2,64 um     5678 A      6055 A   
  30,00 MeV   9,179E+00  1,969E-01    2,78 um     5742 A      6173 A   
  32,50 MeV   9,503E+00  1,857E-01    2,91 um     5798 A      6279 A   
  35,00 MeV   9,803E+00  1,759E-01    3,04 um     5849 A      6378 A   
  37,50 MeV   1,008E+01  1,671E-01    3,16 um     5895 A      6468 A   
  40,00 MeV   1,035E+01  1,593E-01    3,28 um     5938 A      6552 A   
  45,00 MeV   1,084E+01  1,458E-01    3,52 um     6017 A      6705 A   
  50,00 MeV   1,130E+01  1,346E-01    3,75 um     6086 A      6840 A   
  55,00 MeV   1,173E+01  1,252E-01    3,97 um     6146 A      6962 A   
  60,00 MeV   1,214E+01  1,171E-01    4,18 um     6200 A      7072 A   
  65,00 MeV   1,253E+01  1,101E-01    4,39 um     6249 A      7173 A   
  70,00 MeV   1,290E+01  1,040E-01    4,59 um     6292 A      7265 A   
  80,00 MeV   1,359E+01  9,368E-02    4,98 um     6381 A      7432 A   
  90,00 MeV   1,420E+01  8,540E-02    5,35 um     6457 A      7577 A   
 100,00 MeV   1,476E+01  7,858E-02    5,71 um     6523 A      7706 A   
 110,00 MeV   1,526E+01  7,284E-02    6,05 um     6583 A      7823 A   
 120,00 MeV   1,570E+01  6,795E-02    6,38 um     6637 A      7930 A   
 130,00 MeV   1,611E+01  6,373E-02    6,71 um     6686 A      8027 A   
 140,00 MeV   1,647E+01  6,004E-02    7,03 um     6732 A      8118 A   
 150,00 MeV   1,679E+01  5,679E-02    7,34 um     6774 A      8203 A   
 160,00 MeV   1,708E+01  5,389E-02    7,65 um     6814 A      8283 A   
 170,00 MeV   1,734E+01  5,130E-02    7,95 um     6852 A      8358 A   
 180,00 MeV   1,757E+01  4,897E-02    8,25 um     6887 A      8430 A   
 200,00 MeV   1,803E+01  4,493E-02    8,83 um     6978 A      8562 A   
 225,00 MeV   1,839E+01  4,079E-02    9,55 um     7097 A      8714 A   
 250,00 MeV   1,866E+01  3,740E-02   10,26 um     7208 A      8852 A   
 275,00 MeV   1,885E+01  3,456E-02   10,95 um     7312 A      8982 A   
 300,00 MeV   1,897E+01  3,215E-02   11,64 um     7412 A      9103 A   
 325,00 MeV   1,904E+01  3,008E-02   12,33 um     7508 A      9218 A   
 350,00 MeV   1,907E+01  2,828E-02   13,02 um     7602 A      9329 A   
 375,00 MeV   1,907E+01  2,669E-02   13,70 um     7693 A      9435 A   
 400,00 MeV   1,903E+01  2,528E-02   14,39 um     7783 A      9538 A   
 450,00 MeV   1,890E+01  2,290E-02   15,77 um     8077 A      9736 A   
 500,00 MeV   1,871E+01  2,095E-02   17,16 um     8363 A      9925 A   
 550,00 MeV   1,848E+01  1,933E-02   18,57 um     8645 A      1,01 um  
 600,00 MeV   1,823E+01  1,795E-02   20,00 um     8923 A      1,03 um  
 650,00 MeV   1,796E+01  1,677E-02   21,44 um     9200 A      1,05 um  
 700,00 MeV   1,768E+01  1,575E-02   22,91 um     9475 A      1,06 um  
 800,00 MeV   1,711E+01  1,405E-02   25,93 um     1,05 um     1,10 um  
 900,00 MeV   1,656E+01  1,270E-02   29,04 um     1,14 um     1,13 um  
   1,00 GeV   1,603E+01  1,160E-02   32,26 um     1,24 um     1,17 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,9042E+02                 eV / Angstrom 
  1,9042E+03                keV / micron   
  1,9042E+03                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  3,9027E+02                 eV / (1E15 atoms/cm2)
  2,6397E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
