 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> novembre 08, 2021 
 ==================================================================

 Disk File Name = SRIM Outputs\Cerium in  O- U.txt

 Ion = Cerium [58] , Mass = 150 amu

 Target Density =  6,0000E+00 g/cm3 = 5,1065E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      O      8    075,00    016,78   
      U     92    025,00    083,22   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1,10 MeV   7,265E-01  3,772E+00    2952 A      1318 A       909 A   
   1,20 MeV   7,751E-01  3,698E+00    3228 A      1429 A       985 A   
   1,30 MeV   8,236E-01  3,625E+00    3507 A      1539 A      1061 A   
   1,40 MeV   8,718E-01  3,556E+00    3789 A      1649 A      1138 A   
   1,50 MeV   9,193E-01  3,489E+00    4073 A      1758 A      1215 A   
   1,60 MeV   9,660E-01  3,425E+00    4359 A      1867 A      1292 A   
   1,70 MeV   1,012E+00  3,363E+00    4647 A      1975 A      1370 A   
   1,80 MeV   1,057E+00  3,304E+00    4938 A      2083 A      1448 A   
   2,00 MeV   1,144E+00  3,193E+00    5525 A      2296 A      1605 A   
   2,25 MeV   1,248E+00  3,065E+00    6267 A      2558 A      1802 A   
   2,50 MeV   1,348E+00  2,949E+00    7019 A      2817 A      2000 A   
   2,75 MeV   1,443E+00  2,843E+00    7777 A      3070 A      2198 A   
   3,00 MeV   1,536E+00  2,745E+00    8542 A      3319 A      2397 A   
   3,25 MeV   1,626E+00  2,655E+00    9311 A      3564 A      2595 A   
   3,50 MeV   1,714E+00  2,572E+00    1,01 um     3803 A      2793 A   
   3,75 MeV   1,801E+00  2,495E+00    1,09 um     4037 A      2990 A   
   4,00 MeV   1,887E+00  2,424E+00    1,16 um     4265 A      3186 A   
   4,50 MeV   2,057E+00  2,294E+00    1,32 um     4707 A      3575 A   
   5,00 MeV   2,228E+00  2,180E+00    1,47 um     5127 A      3958 A   
   5,50 MeV   2,399E+00  2,078E+00    1,63 um     5527 A      4333 A   
   6,00 MeV   2,573E+00  1,987E+00    1,78 um     5905 A      4699 A   
   6,50 MeV   2,749E+00  1,905E+00    1,93 um     6263 A      5056 A   
   7,00 MeV   2,929E+00  1,831E+00    2,08 um     6601 A      5402 A   
   8,00 MeV   3,296E+00  1,701E+00    2,37 um     7221 A      6061 A   
   9,00 MeV   3,674E+00  1,591E+00    2,65 um     7771 A      6675 A   
  10,00 MeV   4,061E+00  1,496E+00    2,91 um     8259 A      7243 A   
  11,00 MeV   4,456E+00  1,414E+00    3,17 um     8692 A      7768 A   
  12,00 MeV   4,854E+00  1,342E+00    3,41 um     9077 A      8251 A   
  13,00 MeV   5,255E+00  1,277E+00    3,64 um     9420 A      8697 A   
  14,00 MeV   5,656E+00  1,219E+00    3,86 um     9727 A      9108 A   
  15,00 MeV   6,055E+00  1,168E+00    4,07 um     1,00 um     9488 A   
  16,00 MeV   6,450E+00  1,120E+00    4,28 um     1,03 um     9839 A   
  17,00 MeV   6,841E+00  1,078E+00    4,47 um     1,05 um     1,02 um  
  18,00 MeV   7,225E+00  1,038E+00    4,66 um     1,07 um     1,05 um  
  20,00 MeV   7,970E+00  9,687E-01    5,01 um     1,10 um     1,10 um  
  22,50 MeV   8,851E+00  8,953E-01    5,43 um     1,14 um     1,16 um  
  25,00 MeV   9,672E+00  8,336E-01    5,81 um     1,17 um     1,21 um  
  27,50 MeV   1,043E+01  7,807E-01    6,17 um     1,20 um     1,26 um  
  30,00 MeV   1,113E+01  7,349E-01    6,51 um     1,22 um     1,30 um  
  32,50 MeV   1,177E+01  6,948E-01    6,84 um     1,24 um     1,33 um  
  35,00 MeV   1,236E+01  6,594E-01    7,15 um     1,26 um     1,36 um  
  37,50 MeV   1,290E+01  6,277E-01    7,45 um     1,28 um     1,39 um  
  40,00 MeV   1,341E+01  5,993E-01    7,74 um     1,29 um     1,42 um  
  45,00 MeV   1,431E+01  5,504E-01    8,29 um     1,32 um     1,47 um  
  50,00 MeV   1,510E+01  5,096E-01    8,82 um     1,34 um     1,51 um  
  55,00 MeV   1,581E+01  4,750E-01    9,33 um     1,36 um     1,54 um  
  60,00 MeV   1,645E+01  4,452E-01    9,82 um     1,38 um     1,58 um  
  65,00 MeV   1,705E+01  4,193E-01   10,29 um     1,39 um     1,61 um  
  70,00 MeV   1,761E+01  3,966E-01   10,75 um     1,41 um     1,63 um  
  80,00 MeV   1,864E+01  3,583E-01   11,64 um     1,43 um     1,68 um  
  90,00 MeV   1,959E+01  3,275E-01   12,48 um     1,46 um     1,73 um  
 100,00 MeV   2,047E+01  3,019E-01   13,29 um     1,48 um     1,76 um  
 110,00 MeV   2,131E+01  2,804E-01   14,06 um     1,49 um     1,80 um  
 120,00 MeV   2,209E+01  2,620E-01   14,81 um     1,51 um     1,83 um  
 130,00 MeV   2,284E+01  2,460E-01   15,54 um     1,52 um     1,85 um  
 140,00 MeV   2,356E+01  2,321E-01   16,24 um     1,54 um     1,88 um  
 150,00 MeV   2,424E+01  2,197E-01   16,93 um     1,55 um     1,90 um  
 160,00 MeV   2,489E+01  2,088E-01   17,59 um     1,56 um     1,92 um  
 170,00 MeV   2,551E+01  1,989E-01   18,24 um     1,57 um     1,94 um  
 180,00 MeV   2,610E+01  1,900E-01   18,88 um     1,58 um     1,96 um  
 200,00 MeV   2,722E+01  1,746E-01   20,11 um     1,60 um     2,00 um  
 225,00 MeV   2,848E+01  1,588E-01   21,59 um     1,63 um     2,04 um  
 250,00 MeV   2,961E+01  1,458E-01   23,01 um     1,65 um     2,07 um  
 275,00 MeV   3,064E+01  1,349E-01   24,38 um     1,67 um     2,10 um  
 300,00 MeV   3,156E+01  1,257E-01   25,71 um     1,69 um     2,13 um  
 325,00 MeV   3,257E+01  1,177E-01   27,00 um     1,71 um     2,15 um  
 350,00 MeV   3,335E+01  1,107E-01   28,26 um     1,72 um     2,17 um  
 375,00 MeV   3,399E+01  1,046E-01   29,49 um     1,74 um     2,20 um  
 400,00 MeV   3,459E+01  9,918E-02   30,69 um     1,75 um     2,22 um  
 450,00 MeV   3,561E+01  8,995E-02   33,06 um     1,80 um     2,25 um  
 500,00 MeV   3,645E+01  8,240E-02   35,36 um     1,83 um     2,29 um  
 550,00 MeV   3,713E+01  7,609E-02   37,61 um     1,87 um     2,32 um  
 600,00 MeV   3,767E+01  7,074E-02   39,83 um     1,90 um     2,35 um  
 650,00 MeV   3,810E+01  6,614E-02   42,02 um     1,94 um     2,37 um  
 700,00 MeV   3,843E+01  6,214E-02   44,20 um     1,97 um     2,40 um  
 800,00 MeV   3,886E+01  5,551E-02   48,50 um     2,07 um     2,44 um  
 900,00 MeV   3,905E+01  5,024E-02   52,76 um     2,17 um     2,49 um  
   1,00 GeV   3,905E+01  4,593E-02   57,02 um     2,26 um     2,53 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  5,9998E+01                 eV / Angstrom 
  5,9998E+02                keV / micron   
  5,9998E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  1,1749E+02                 eV / (1E15 atoms/cm2)
  6,0043E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
